調査集団,刺激語,年齢区分,反応語,男,女,全,％
2.鹿児島(甑島),履物,小学4年生,長ぐつ,9,11,20,36.7 
2.鹿児島(甑島),履物,小学4年生,上履き,4,13,17,30.9 
2.鹿児島(甑島),履物,小学4年生,ひもぐつ,4,10,14,25.5 
2.鹿児島(甑島),履物,小学4年生,シューズ,4,8,12,21.8 
2.鹿児島(甑島),履物,小学4年生,ブーツ,4,8,12,21.8 
2.鹿児島(甑島),履物,小学4年生,くつ下,2,9,11,20.0 
2.鹿児島(甑島),履物,小学4年生,スパイク,10,0,10,18.2 
2.鹿児島(甑島),履物,小学4年生,雨ぐつ,6,3,9,16.7 
2.鹿児島(甑島),履物,小学4年生,ゴムぞうり,2,4,6,10.9 
2.鹿児島(甑島),履物,小学4年生,つっかけ,2,4,6,10.9 
2.鹿児島(甑島),履物,小学4年生,運動ぐつ,0,5,5,9.1 
2.鹿児島(甑島),履物,小学4年生,下履き,1,2,3,5.6 
2.鹿児島(甑島),履物,小学4年生,ズック,1,2,3,5.6 
2.鹿児島(甑島),履物,小学4年生,ハイヒール,0,3,3,5.6 
2.鹿児島(甑島),履物,小学4年生,バレーシューズ,1,2,3,5.6 
2.鹿児島(甑島),履物,小学4年生,足袋,1,1,2,3.7 
2.鹿児島(甑島),履物,小学4年生,ビーチサンダル,0,2,2,3.7 
2.鹿児島(甑島),履物,小学4年生,わらじ,2,0,2,3.7 
2.鹿児島(甑島),履物,小学4年生,あさぐつ,1,0,1,1.9 
2.鹿児島(甑島),履物,小学4年生,皮ぐつ,0,1,1,1.9 
2.鹿児島(甑島),履物,小学4年生,サッカーシューズ,1,0,1,1.9 
2.鹿児島(甑島),履物,小学4年生,下が高くなったぞうり,0,1,1,1.9 
2.鹿児島(甑島),履物,小学4年生,ソックスカバー,0,1,1,1.9 
2.鹿児島(甑島),履物,小学4年生,ダンスぐつ,0,1,1,1.9 
2.鹿児島(甑島),履物,小学4年生,ブルーマ,0,1,1,1.9 
2.鹿児島(甑島),履物,小学4年生,わらぞうり,0,1,1,1.9 
2.鹿児島(甑島),花,4歳児,菊,3,3,6,26.9 
2.鹿児島(甑島),花,4歳児,チューリップ,4,2,6,26.9 
2.鹿児島(甑島),花,4歳児,ばら,1,5,6,26.9 
2.鹿児島(甑島),花,4歳児,朝顔,4,1,5,21.7 
2.鹿児島(甑島),花,4歳児,きれいな花,3,1,4,17.4 
2.鹿児島(甑島),花,4歳児,赤い花,2,0,2,8.7 
2.鹿児島(甑島),花,4歳児,桜,1,1,2,8.7 
2.鹿児島(甑島),花,4歳児,白い花,1,1,2,8.7 
2.鹿児島(甑島),花,4歳児,赤いやつのこんななってるの,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,梅,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,おうち,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,大きい花,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,かに,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,きゅうりの花,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,けいとう,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,こたつ,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,御飯,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,さくらんぼ,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,さば,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,すいか,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,種,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,たんぽぽ,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,大根の花,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,つぼんだ花,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,なし,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,何もなく自分で立てる花,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,はちの花,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,葉っぱ,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,花,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,バナナ,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,ひまわり,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,ベット,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,紫の花,1,0,1,4.4 
2.鹿児島(甑島),花,4歳児,ゆらゆらの花,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,ゆり,0,1,1,4.4 
2.鹿児島(甑島),花,4歳児,無反応者,3,0,3,13.0 
2.鹿児島(甑島),花,5歳児,チューリップ,28,20,48,63.2 
2.鹿児島(甑島),花,5歳児,ばら,7,11,18,23.7 
2.鹿児島(甑島),花,5歳児,朝顔,11,6,17,27.4 
2.鹿児島(甑島),花,5歳児,菊,6,7,13,17.1 
2.鹿児島(甑島),花,5歳児,桜,5,8,13,17.1 
2.鹿児島(甑島),花,5歳児,ひまわり,7,3,10,13.2 
2.鹿児島(甑島),花,5歳児,すいせん,0,4,4,5.3 
2.鹿児島(甑島),花,5歳児,たんぽぽ,1,3,4,5.3 
2.鹿児島(甑島),花,5歳児,ゆり,3,1,4,5.3 
2.鹿児島(甑島),花,5歳児,あじさい,2,1,3,4.0 
2.鹿児島(甑島),花,5歳児,黄色い花,2,1,3,4.0 
2.鹿児島(甑島),花,5歳児,花,1,2,3,4.0 
2.鹿児島(甑島),花,5歳児,桃の花,2,1,3,4.0 
2.鹿児島(甑島),花,5歳児,コスモス,2,0,2,2.7 
2.鹿児島(甑島),花,5歳児,白い花,2,0,2,2.7 
2.鹿児島(甑島),花,5歳児,毒花,2,0,2,2.7 
2.鹿児島(甑島),花,5歳児,赤,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,赤花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,朝顔の黄色いの,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,あそこにある赤いの,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,アメリカふよう,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,梅,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,円盤の反対のばえ,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,大きい花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,かき,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,かな,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,カボチャの花,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,黄色,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,木の花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,きゅうり,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,きゅうりの花,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,きれいな花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,きんせんか,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,茎,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,草花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,けいとう,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,こい,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ゴレンジャー,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,さくらんぼ,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,さくらんぼが咲く花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,さくらんぼの木,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,サルビア,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,しお花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,しょうれい,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,植物でしょ,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,白いチューリップ,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,すいか,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,すいれん,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,すずらん,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,すれ,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ぞひ,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,たつたの花,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,ダリア,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,小さい丸くてばらみたい,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ちくちく花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ちょうちょうの花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,土から出る花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,綱引き,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,つば,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,トマト,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,鳥のえさ,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,毒がき,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ドレクルス,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,なし,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,なす,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,七色の花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,菜の花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,野の花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,肌色の花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,葉っぱ,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,葉っぱの包丁,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,花びら,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,針,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,バケツ,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ばる,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,パンジー,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,彼岸花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ひち花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ピンク,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ふれん花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ぶどう,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ぺけ花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ほうせんか,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,丸いの,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,丸くてこうなってるの,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,みかん花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,みつ,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,みつばち花,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,紫,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,桃い花,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,らっぱすいせん,0,1,1,1.3 
2.鹿児島(甑島),花,5歳児,れんげ草,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,ろくひちの花,1,0,1,1.3 
2.鹿児島(甑島),花,5歳児,無反応者,2,4,6,7.9 
2.鹿児島(甑島),花,6歳児,チューリップ,23,25,48,69.6 
2.鹿児島(甑島),花,6歳児,桜,12,17,29,42.3 
2.鹿児島(甑島),花,6歳児,ばら,13,16,29,42.3 
2.鹿児島(甑島),花,6歳児,朝顔,10,10,20,29.0 
2.鹿児島(甑島),花,6歳児,ひまわり,10,9,19,27.5 
2.鹿児島(甑島),花,6歳児,菊,5,8,13,18.8 
2.鹿児島(甑島),花,6歳児,ゆり,6,4,10,14.5 
2.鹿児島(甑島),花,6歳児,コスモス,4,4,8,11.6 
2.鹿児島(甑島),花,6歳児,たんぽぽ,1,5,6,8.7 
2.鹿児島(甑島),花,6歳児,あじさい,2,2,4,5.8 
2.鹿児島(甑島),花,6歳児,ヒヤシンス,2,2,4,5.8 
2.鹿児島(甑島),花,6歳児,すいせん,0,3,3,4.4 
2.鹿児島(甑島),花,6歳児,桃,2,1,3,4.4 
2.鹿児島(甑島),花,6歳児,大根の花,0,2,2,2.9 
2.鹿児島(甑島),花,6歳児,グラジオラス,0,2,2,2.9 
2.鹿児島(甑島),花,6歳児,つつじ,2,0,2,2.9 
2.鹿児島(甑島),花,6歳児,パンジー,1,1,2,2.9 
2.鹿児島(甑島),花,6歳児,昼顔,1,1,2,2.9 
2.鹿児島(甑島),花,6歳児,ほうせんか,0,2,2,2.9 
2.鹿児島(甑島),花,6歳児,ぼたん,2,0,2,2.9 
2.鹿児島(甑島),花,6歳児,マーガレット,2,0,2,2.9 
2.鹿児島(甑島),花,6歳児,桃の木,1,1,2,2.9 
2.鹿児島(甑島),花,6歳児,忘れな草,0,2,2,2.9 
2.鹿児島(甑島),花,6歳児,赤,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,赤い花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,アマリリス,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,梅,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,おしろい花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,かきの花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,かのこゆり,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,カボチャの花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,黄色,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,黄色の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,菊の花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,木の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,球根,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,きゅうりの花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,草,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,クロッカス,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,けいとう,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,化粧花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,サーカン花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,咲く,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,桜の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,さくらんぼ,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,サルビア,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,紫蘭,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,白,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,白い花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,すすき,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,すみれ,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,ただの花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,大根の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,茶の葉に咲く花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,とうもろこし,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,毒花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,七色の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,菜の花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,葉,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,ハイビスカス,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,はす,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,バナナの花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,彼岸花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,ひめじょおん,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,ふじ,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,他の花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,松,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,松の木の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,豆の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,水栽培,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,緑の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,メロンの花,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,もち草の花,1,0,1,1.5 
2.鹿児島(甑島),花,6歳児,夕顔,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,らっぱすいせん,0,1,1,1.5 
2.鹿児島(甑島),花,6歳児,無反応者,1,1,2,2.9 
2.鹿児島(甑島),花,小学2年生,チューリップ,20,21,41,68.5 
2.鹿児島(甑島),花,小学2年生,ひまわり,20,19,39,65.0 
2.鹿児島(甑島),花,小学2年生,ばら,16,21,37,61.7 
2.鹿児島(甑島),花,小学2年生,朝顔,17,18,35,58.3 
2.鹿児島(甑島),花,小学2年生,菊,9,19,28,46.7 
2.鹿児島(甑島),花,小学2年生,ゆり,9,11,20,33.3 
2.鹿児島(甑島),花,小学2年生,ほうせんか,10,10,20,33.3 
2.鹿児島(甑島),花,小学2年生,マリーゴールド,4,12,16,26.7 
2.鹿児島(甑島),花,小学2年生,おしろい花,4,8,12,20.0 
2.鹿児島(甑島),花,小学2年生,コスモス,3,7,10,16.7 
2.鹿児島(甑島),花,小学2年生,桜,2,6,8,13.3 
2.鹿児島(甑島),花,小学2年生,たんぽぽ,2,6,8,13.3 
2.鹿児島(甑島),花,小学2年生,つばき,3,5,8,13.3 
2.鹿児島(甑島),花,小学2年生,パンジー,3,5,8,13.3 
2.鹿児島(甑島),花,小学2年生,カーネーション,3,4,7,11.7 
2.鹿児島(甑島),花,小学2年生,すずらん,2,5,7,11.7 
2.鹿児島(甑島),花,小学2年生,百日草,3,4,7,11.7 
2.鹿児島(甑島),花,小学2年生,あじさい,4,2,6,10.0 
2.鹿児島(甑島),花,小学2年生,彼岸花,0,6,6,10.0 
2.鹿児島(甑島),花,小学2年生,すいせん,1,4,5,8.3 
2.鹿児島(甑島),花,小学2年生,千日紅,0,5,5,8.3 
2.鹿児島(甑島),花,小学2年生,ダリア,1,4,5,8.3 
2.鹿児島(甑島),花,小学2年生,昼顔,1,4,5,8.3 
2.鹿児島(甑島),花,小学2年生,フリージア,2,3,5,8.3 
2.鹿児島(甑島),花,小学2年生,松葉ぼたん,1,4,5,8.3 
2.鹿児島(甑島),花,小学2年生,アマリリス,3,1,4,6.7 
2.鹿児島(甑島),花,小学2年生,すみれ,3,1,4,6.7 
2.鹿児島(甑島),花,小学2年生,ハイビスカス,1,3,4,6.7 
2.鹿児島(甑島),花,小学2年生,らっぱすいせん,2,2,4,6.7 
2.鹿児島(甑島),花,小学2年生,金魚草,2,1,3,5.0 
2.鹿児島(甑島),花,小学2年生,きんせんか,1,2,3,5.0 
2.鹿児島(甑島),花,小学2年生,サルビア,0,3,3,5.0 
2.鹿児島(甑島),花,小学2年生,ヒヤシンス,2,1,3,5.0 
2.鹿児島(甑島),花,小学2年生,ぼたん,2,1,3,5.0 
2.鹿児島(甑島),花,小学2年生,おじぎ草,0,2,2,3.3 
2.鹿児島(甑島),花,小学2年生,かのこゆり,0,2,2,3.3 
2.鹿児島(甑島),花,小学2年生,カンナ,0,2,2,3.3 
2.鹿児島(甑島),花,小学2年生,草花,0,2,2,3.3 
2.鹿児島(甑島),花,小学2年生,すいせん花,2,0,2,3.3 
2.鹿児島(甑島),花,小学2年生,つつじ,1,1,2,3.3 
2.鹿児島(甑島),花,小学2年生,ペチュニア,0,2,2,3.3 
2.鹿児島(甑島),花,小学2年生,あおい,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,油菜,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,生け花,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,梅,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,鬼ゆり,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,かすみ草,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,ききょう,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,球根,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,くちなし,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,クロッカス,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,グラジオラス,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,けいとう,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,シクラメン,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,しょりぱ,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,白いばら,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,せんにん草,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,朝鮮朝顔,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,鉄砲ゆり,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,夏のぼたん,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,菜の花,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,ひな菊,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,百日草,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,松葉菊,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,紅葉,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,野菜,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,夕顔,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,らん,1,0,1,1.7 
2.鹿児島(甑島),花,小学2年生,れんげ,0,1,1,1.7 
2.鹿児島(甑島),花,小学2年生,無反応者,1,0,1,1.7 
2.鹿児島(甑島),花,小学4年生,菊,18,24,42,76.4 
2.鹿児島(甑島),花,小学4年生,ひまわり,12,24,36,65.5 
2.鹿児島(甑島),花,小学4年生,チューリップ,14,20,34,61.8 
2.鹿児島(甑島),花,小学4年生,朝顔,10,19,29,52.7 
2.鹿児島(甑島),花,小学4年生,ばら,8,21,29,52.7 
2.鹿児島(甑島),花,小学4年生,マリーゴールド,4,18,22,40.0 
2.鹿児島(甑島),花,小学4年生,コスモス,9,11,20,36.4 
2.鹿児島(甑島),花,小学4年生,桜,8,11,19,34.6 
2.鹿児島(甑島),花,小学4年生,ゆり,6,12,18,32.7 
2.鹿児島(甑島),花,小学4年生,パンジー,7,8,15,27.4 
2.鹿児島(甑島),花,小学4年生,きんせんか,6,8,14,25.5 
2.鹿児島(甑島),花,小学4年生,彼岸花,6,7,13,23.6 
2.鹿児島(甑島),花,小学4年生,梅,5,7,12,21.9 
2.鹿児島(甑島),花,小学4年生,金魚草,4,8,12,21.9 
2.鹿児島(甑島),花,小学4年生,サルビア,5,7,12,21.9 
2.鹿児島(甑島),花,小学4年生,千日紅,5,7,12,21.9 
2.鹿児島(甑島),花,小学4年生,百日草,5,7,12,21.9 
2.鹿児島(甑島),花,小学4年生,かすみ草,2,8,10,18.2 
2.鹿児島(甑島),花,小学4年生,あじさい,3,6,9,16.4 
2.鹿児島(甑島),花,小学4年生,カーネーション,2,6,8,14.6 
2.鹿児島(甑島),花,小学4年生,すみれ,4,4,8,14.6 
2.鹿児島(甑島),花,小学4年生,おじぎ草,4,3,7,12.7 
2.鹿児島(甑島),花,小学4年生,すいせん,2,5,7,12.7 
2.鹿児島(甑島),花,小学4年生,すずらん,1,6,7,12.7 
2.鹿児島(甑島),花,小学4年生,ダリア,2,5,7,12.7 
2.鹿児島(甑島),花,小学4年生,昼顔,2,5,7,12.7 
2.鹿児島(甑島),花,小学4年生,けいとう,2,4,6,10.9 
2.鹿児島(甑島),花,小学4年生,つつじ,2,4,6,10.9 
2.鹿児島(甑島),花,小学4年生,つばき,2,4,6,10.9 
2.鹿児島(甑島),花,小学4年生,れんげ草,2,4,6,10.9 
2.鹿児島(甑島),花,小学4年生,あおい,3,2,5,9.0 
2.鹿児島(甑島),花,小学4年生,かのこゆり,2,3,5,9.0 
2.鹿児島(甑島),花,小学4年生,菜の花,2,3,5,9.0 
2.鹿児島(甑島),花,小学4年生,ベゴニア,3,2,5,9.0 
2.鹿児島(甑島),花,小学4年生,ほうせんか,2,3,5,9.0 
2.鹿児島(甑島),花,小学4年生,松葉ぼたん,1,4,5,9.0 
2.鹿児島(甑島),花,小学4年生,アマリリス,2,2,4,7.3 
2.鹿児島(甑島),花,小学4年生,かさ菊,4,0,4,7.3 
2.鹿児島(甑島),花,小学4年生,日日草,1,3,4,7.3 
2.鹿児島(甑島),花,小学4年生,ヒアシンス,0,4,4,7.3 
2.鹿児島(甑島),花,小学4年生,フリージア,2,2,4,7.3 
2.鹿児島(甑島),花,小学4年生,アネモネ,1,2,3,5.5 
2.鹿児島(甑島),花,小学4年生,油菜,1,2,3,5.5 
2.鹿児島(甑島),花,小学4年生,クロッカス,0,3,3,5.5 
2.鹿児島(甑島),花,小学4年生,さるすべり,0,3,3,5.5 
2.鹿児島(甑島),花,小学4年生,スィートピー,0,3,3,5.5 
2.鹿児島(甑島),花,小学4年生,すいれん,2,1,3,5.5 
2.鹿児島(甑島),花,小学4年生,たんぽぽ,1,2,3,5.5 
2.鹿児島(甑島),花,小学4年生,浜ゆり,2,1,3,5.5 
2.鹿児島(甑島),花,小学4年生,夕顔,1,2,3,5.5 
2.鹿児島(甑島),花,小学4年生,れんげ,2,1,3,5.5 
2.鹿児島(甑島),花,小学4年生,アスター,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,アルタナンセラー,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,ききょう,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,球根,2,0,2,3.7 
2.鹿児島(甑島),花,小学4年生,シクラメン,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,白菊,2,0,2,3.7 
2.鹿児島(甑島),花,小学4年生,じゃが芋の花,1,1,2,3.7 
2.鹿児島(甑島),花,小学4年生,春菊の花,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,せんにん草,1,1,2,3.7 
2.鹿児島(甑島),花,小学4年生,ひな菊,1,1,2,3.7 
2.鹿児島(甑島),花,小学4年生,姫金魚草,1,1,2,3.7 
2.鹿児島(甑島),花,小学4年生,ふじ,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,へちまの花,1,1,2,3.7 
2.鹿児島(甑島),花,小学4年生,ポインセチア,1,1,2,3.7 
2.鹿児島(甑島),花,小学4年生,松葉菊,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,マリーゴールド,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,桃,0,2,2,3.7 
2.鹿児島(甑島),花,小学4年生,らん,1,1,2,3.7 
2.鹿児島(甑島),花,小学4年生,ありみかん,1,0,1,1.8 
2.鹿児島(甑島),花,小学4年生,おくらの花,0,1,1,1.8 
2.鹿児島(甑島),花,小学4年生,鬼ゆり,0,1,1,1.8 
2.鹿児島(甑島),花,小学4年生,黄ひいがん,1,0,1,1.8 
2.鹿児島(甑島),花,小学4年生,きゅうりの花,0,1,1,1.8 
2.鹿児島(甑島),花,小学4年生,くちなし,1,0,1,1.8 
2.鹿児島(甑島),花,小学4年生,クローバー,0,1,1,1.8 
2.鹿児島(甑島),花,小学4年生,小菊,1,0,1,1.8 
2.鹿児島(甑島),花,小学4年生,こしょう,1,0,1,1.8 
2.鹿児島(甑島),花,小学4年生,小みかん草,1,0,1,1.8 
2.鹿児島(甑島),花,小学4年生,五色唐辛子,0,1,1,1.8 
2.鹿児島(甑島),花,小学4年生,さくらぎ,1,0,1,1.8 
2.鹿児島(甑島),花,小学4年生,サフラン,0,1,1,1.8 
2.鹿児島(甑島),花,小学4年生,サボテン,1,0,1,1.8 
2.鹿児島(甑島),花,小学4年生,しかさい,0,1,1,1.8 
